Epoch,Train Loss (MSE),Train Loss (MAE),Train Loss (SSIM),Train Loss (PSNR),Validation Loss (MSE),Validation Loss (MAE),Validation Loss (SSIM),Validation Loss (PSNR)
81,0.0007734591052317768,0.019286279051260964,0.041504212534674643,-32.65154696519658,0.0016700714202419027,0.028117018884614053,0.06054239648947069,-29.76009694801061
82,0.000765087140310579,0.019204121975039287,0.04138412892883451,-32.6853544657467,0.0017097205774735933,0.028285381764764875,0.06058257542683784,-29.702107465688286
83,0.0007637967904491376,0.019196562901557693,0.04136711927120662,-32.68750955130308,0.0017382924883523644,0.02903044444410966,0.059266043369602645,-29.476756646962755
84,0.0007568646643089,0.0190978375535698,0.04124725373906683,-32.72870893800792,0.0015959640981568974,0.02691238552552875,0.05893907025034023,-30.163915207434886
85,0.0007555234056923867,0.019111296821044375,0.04122381684174325,-32.72025090095911,0.0017289639427585546,0.028461802895418484,0.059408140790758825,-29.649397505249876
86,0.0007483897582269065,0.019006866913475706,0.04110736072778442,-32.76484722524329,0.0015994011117654134,0.026928591773050403,0.06032345804958119,-30.174859593021676
87,0.0007471262298319605,0.019014611979591027,0.0410450789634638,-32.75805004914428,0.0016362951040789656,0.027511960143248585,0.06184385119698945,-29.967273320373987
88,0.0007378791275410964,0.018894925811038542,0.04093024848331672,-32.81039413859826,0.0016651111943310154,0.02801106847510736,0.06298888166346926,-29.820597212334363
89,0.0007378261675832833,0.018902888077117236,0.04089541049144,-32.8033962391195,0.001696538334922878,0.028380801425202933,0.06274384780061125,-29.675837374960444
90,0.0007395373949875767,0.018912950329961927,0.040852964210406253,-32.8043987084891,0.0017201639347582994,0.028433512969407982,0.06045517279911499,-29.649020433321926
91,0.0007291712095084242,0.018798564486164952,0.04074104682439806,-32.84493553178261,0.001862077056853701,0.029964966917182232,0.06008676673146351,-29.196071830213825
92,0.0007252978922485276,0.018742939961450572,0.040683892944516895,-32.87359617081437,0.001767821643710489,0.029098031619978794,0.059039568438365685,-29.480943926026402
93,0.0007221035881686144,0.018712177012326966,0.04060238755776292,-32.8830753488655,0.0016446614394935537,0.027853406605875704,0.0601967650628537,-29.787903758671625
94,0.0007206511062726956,0.01870504991672405,0.04057038899596411,-32.88491605573548,0.0017012352730632699,0.02826171594347384,0.05980936182777381,-29.730770742430522
95,0.0007130891331323604,0.018609014387783823,0.040467905861730796,-32.92402595782098,0.0016153851340893848,0.027334299927103796,0.06037965405210885,-30.033935182540635
96,0.000711659380001376,0.01857952518010819,0.04045728902650374,-32.941247510546035,0.001651715144265859,0.02758553732069582,0.061284332674661164,-29.907619077879634
97,0.0007048483155904548,0.018503255417292194,0.04034182291514481,-32.972826065387956,0.0016556835760109816,0.02806641026515785,0.06149516914590602,-29.769225789738492
98,0.0007010657478507553,0.018457056347975426,0.040244000474135254,-32.99128714158985,0.0016177897794035902,0.02732566125833905,0.06029558160967355,-30.017657844353803
99,0.0006959571490804269,0.018392803738017605,0.040172411772781004,-33.01686804219187,0.0017548519139408796,0.02909124968999918,0.060887063636147605,-29.501767770307218
100,0.0006957109776249225,0.01838843045997938,0.04016095326407005,-33.02182188606054,0.0016419999936945465,0.027653309665669066,0.06143912115421453,-29.895947457607583
