Epoch,Train Loss (MSE),Train Loss (MAE),Train Loss (SSIM),Train Loss (PSNR),Validation Loss (MSE),Validation Loss (MAE),Validation Loss (SSIM),Validation Loss (PSNR)
46,0.0010745083246691252,0.020581480396572285,0.06058856489354158,-32.348879782740134,0.0015982442036620594,0.026550223218253538,0.07460097802865469,-30.270373099452275
47,0.0010640384408884256,0.02046499400701264,0.06037250522568806,-32.39457624429185,0.0016108997699697378,0.026598337618573182,0.07156842424523295,-30.22761613169561
48,0.001054318390896525,0.02037031728106032,0.06019964000390946,-32.43426252134234,0.0016222831047345374,0.026315265965095213,0.0722339492773729,-30.366683169737996
49,0.0010456861077746652,0.020309217498742343,0.05999318296932732,-32.45363622309728,0.0015905973227168452,0.026439657503868157,0.07205385663755794,-30.2963431400344
50,0.0010383675984560687,0.020238533650495463,0.059810018305430104,-32.48228157338815,0.0015742765075160167,0.02606866070233055,0.07581240076505093,-30.455087575234547
51,0.0010280876644049018,0.020137666095750996,0.059664430580586354,-32.52110116141183,0.0015543469688866281,0.02584760161128904,0.07393781526921568,-30.518971670677296
52,0.0010192193453682074,0.02002990679793068,0.059442253831688684,-32.568236845842236,0.0015812283402127675,0.026592602903357226,0.07708360230719945,-30.29998835610657
53,0.001006833539377251,0.01991942366767947,0.05923419184617154,-32.6131298491583,0.001643118870668897,0.026978389106161252,0.07594945568004863,-30.150041607650046
54,0.0010031297775090803,0.019874201229018857,0.05910394282741401,-32.63179437331571,0.0015861820774798667,0.026031375479650093,0.07333947169016503,-30.465878215046153
55,0.0009946989676959035,0.01976197515426441,0.058886907905372696,-32.679798387467144,0.001542610057359143,0.025681669506209027,0.07418306147849461,-30.564736608745644
56,0.000984958396109142,0.019667533052945052,0.05873640503982161,-32.71723858012758,0.0016030478770481125,0.026745903998210446,0.07712880532085453,-30.246905390477004
57,0.0009779054477098404,0.019617581285938473,0.05854888105990452,-32.732500694050266,0.001578521084806927,0.02649963362125385,0.07576465908221891,-30.3115896299007
58,0.000971622190046182,0.019544839059716677,0.0583986641731491,-32.76254130917781,0.0015985466192289211,0.026894546884798063,0.07488755232581809,-30.14872490657868
59,0.0009607105120615206,0.019438560890295872,0.05819111902555177,-32.80637260133334,0.0016748155917287136,0.027718063992619956,0.07274742015729656,-29.872745741001133
60,0.0009551247874369556,0.019378902957822432,0.05807742481013291,-32.83182613992639,0.0017427737446180174,0.027578596564678322,0.0751766355288273,-29.98043807021822
61,0.0009494078331251173,0.019326585710897733,0.058034095782360046,-32.849979733224785,0.0015883237693812763,0.026401636253260936,0.07657653810777261,-30.349957561368146
62,0.0009416788799234111,0.019247921779975214,0.057776343861479014,-32.88620195482393,0.0015831995126446064,0.02652091881917441,0.07816435570182417,-30.328066801328198
63,0.000935917557296526,0.019174741102421133,0.05765900331729111,-32.91818422049187,0.0016885146866152465,0.027345476401145288,0.08089807300758944,-30.105870382888735
64,0.0009270504961356357,0.01909068486518191,0.057522160575330064,-32.949474041230545,0.0017987424045477454,0.027969877386682558,0.08036414744081427,-29.917561463274083
65,0.0009245881073746496,0.01903394795497199,0.057458951630535146,-32.97320860547614,0.0016703877978795929,0.02791723359345324,0.0782206342878479,-29.830404337347723
66,0.0009146756687807884,0.018964988734540625,0.05731360177177379,-33.00214939075832,0.001645960901560066,0.0276414927154474,0.07714150604908507,-29.905949236990008
67,0.0009059325643884797,0.01886616211248442,0.05711748762505135,-33.040721358337734,0.0016239903304790667,0.02709650424155953,0.07265563474905527,-30.058390164448088
68,0.0009031339732783688,0.01885174494419519,0.057037760842197464,-33.04559797913063,0.0016492256769864559,0.02760744573913167,0.07512227380530469,-29.92343932117274
69,0.0008973473364015916,0.018797452007943406,0.05693297247720259,-33.06897545339237,0.0016704427953486603,0.027445931745083037,0.07482217312690945,-30.023606441346413
70,0.0008902327378803251,0.018715480510084488,0.05674301825926894,-33.10332735741802,0.0017142816418239655,0.027502835271299222,0.07646909970879502,-29.988932674023662
71,0.0008874021346260354,0.01867092576064779,0.056665352900129626,-33.12100222888144,0.0016623122555130018,0.02783779774065874,0.07785185161657954,-29.873936892283623
72,0.0008757946296865953,0.018567765790018512,0.056513907150197835,-33.1648008446397,0.0016633216465045152,0.02743585330360629,0.079713028978688,-30.044686711307598
73,0.000872409401017847,0.018527431555210146,0.05639908327401139,-33.18098166807917,0.0016431937126983591,0.0277281235225216,0.08001323841671418,-29.933787243989062
74,0.0008671027629750104,0.018434313351071097,0.056260047724618775,-33.22599063923211,0.0016419962615630075,0.027688120462559244,0.07833496475656429,-29.94332382328584
75,0.0008628570748155509,0.0184031499383185,0.05624793525480522,-33.23542286489106,0.001747572754714959,0.027776767155728223,0.07839933603131194,-29.929808115470475
76,0.0008546400328433764,0.0183188316655003,0.05607518670733128,-33.269514622579095,0.0016632625096152844,0.027566759185471548,0.07645836081298948,-29.928521011159557
77,0.0008477303847847527,0.018258663956807152,0.055947927872253216,-33.29838712290823,0.0016764094818393,0.028092634033556333,0.0757549555084355,-29.764340480134003
78,0.0008465139538030909,0.018219413144682558,0.05583195217043129,-33.316320720077734,0.001674952532117638,0.027508913716435355,0.07608214323561212,-29.974888060012862
79,0.0008375678632281809,0.01812847603331833,0.055698638952935406,-33.35606526673295,0.00170038758452764,0.027860901082105972,0.07891521586947602,-29.916325955530258
80,0.0008351646709315414,0.018085320872704588,0.05557764448152373,-33.37616365634498,0.0018305369584065304,0.0291319166436447,0.08189020919009582,-29.550494396577378
81,0.0008294716570228023,0.01804147369544161,0.05551124764372764,-33.39272319144745,0.0017189972366493096,0.028726629084288892,0.08036360972529667,-29.6310022331667
82,0.0008248638460493109,0.017969661089617072,0.05536876155739912,-33.423555510800696,0.00179998919422774,0.028786295912412514,0.08301203611164285,-29.64141400766019
83,0.0008178397623117254,0.01790666758613976,0.05522563695387596,-33.45004928530628,0.0018007730325767012,0.029099294941383344,0.08474765713434265,-29.578932471427137
84,0.0008128019465754852,0.017850631003388923,0.05516863497158953,-33.4782160292015,0.0016675394152582943,0.028200267210953683,0.07894182823861576,-29.75042361190004
85,0.0008095054771502212,0.017813461865100404,0.05507435806444973,-33.492226044874286,0.001727961339115385,0.02896923929894797,0.07946078721685697,-29.521802149430354
86,0.0008014183339046242,0.01772697828963984,0.054982851291300816,-33.529836048970694,0.0017971529645562608,0.028437086088177528,0.0773196282524029,-29.725632174691935
87,0.0008000283352698701,0.017689081211955233,0.05487233850142168,-33.55036135063047,0.0016716129270750205,0.02816769061914722,0.07805252298745223,-29.783342092774397
88,0.0007943234539394253,0.01765200470004438,0.05479447571245898,-33.563389996951905,0.0017607540444801353,0.028276340333307046,0.08137603680535378,-29.82203684131807
89,0.0007920174549462354,0.017619000022749506,0.05471765072031135,-33.57946160669025,0.0016984514946628132,0.028670394185945112,0.08246084248400962,-29.6598207504532
90,0.0007888955927314668,0.017579022107591026,0.05465331729521798,-33.59572784170069,0.0017432377838078404,0.028649763847919358,0.07957948221164242,-29.634941364759136
91,0.0007826324362614884,0.017511422949362723,0.05452454574365522,-33.62325534425359,0.0017482433820065562,0.0293456254956689,0.07850980631295532,-29.39616244399698
92,0.0007780942285124663,0.017465473160720477,0.05444702545065136,-33.64725262736546,0.0017452754028231057,0.028937703081375377,0.07660543877018938,-29.515137439100595
93,0.000774958078654454,0.017431817819936163,0.054368176721564555,-33.66413005300541,0.0016608193457051275,0.02769278807259326,0.07441261388618146,-29.926090495013483
94,0.0007717418251146543,0.01737565684732509,0.054259022027091604,-33.689988007332275,0.0017356576005538508,0.028046883996031818,0.0799419929042322,-29.87450122458936
95,0.0007649055353030431,0.017310659652941474,0.0541502173100329,-33.71843926836386,0.0016975918575007237,0.028617772235540365,0.08218520216894004,-29.688434524303226
96,0.0007610266657448155,0.017259338427834708,0.054076582654871884,-33.74172071209391,0.0017413155759751352,0.028823296135357255,0.08272876216499139,-29.627251121397887
97,0.000756221764881952,0.017186841357604985,0.05395649707954348,-33.78004885125446,0.0017158474461289226,0.028789244516644216,0.08118290889226762,-29.615852056504128
98,0.0007536434503877739,0.017173763805890665,0.05388533203266439,-33.78256572652669,0.0017287910918982775,0.029304295295757652,0.08382665983620971,-29.480849262309086
99,0.0007490371986591403,0.017121835624354292,0.05381115453973851,-33.806018942497026,0.0017844208204351947,0.028989304092254146,0.07994439341436553,-29.5532140760925
100,0.0007442288772551385,0.01704849834983504,0.053680566138503596,-33.841409216062324,0.0017412014764703557,0.029192826200911844,0.07762290632885926,-29.45520204443418
