Epoch,Train Loss (MSE),Train Loss (MAE),Train Loss (SSIM),Train Loss (PSNR),Validation Loss (MSE),Validation Loss (MAE),Validation Loss (SSIM),Validation Loss (PSNR)
28,0.009535173308671428,0.0661147966240652,0.13058157761891684,-23.025401048171215,0.004030044350283555,0.042498162302833334,0.11139851044385861,-26.061681502904648
29,0.009394064839654721,0.06522462173150136,0.1289161516305728,-23.125501186419758,0.003661612600971682,0.041064922482921526,0.11056404694532737,-26.234426107162083
30,0.009331694306754984,0.06476881148484655,0.1273847936819761,-23.174643357594807,0.0036277302976649925,0.03999606390985159,0.10971380502749713,-26.502209443312424
31,0.008986770624641137,0.06345850229263306,0.12479035938397431,-23.370561324633083,0.0038930052616752875,0.04163774590079601,0.10866573987863003,-26.181651090964294
32,0.009238777241896456,0.06503276863636878,0.12912437587212294,-23.137228378882774,0.003692821509992847,0.04093706039473032,0.11415273715288211,-26.302410614796173
33,0.0089149112639298,0.0633334362377914,0.1254140031643403,-23.358680969629532,0.0035917885058249035,0.04003857271984602,0.11082259049782386,-26.480808502588516
34,0.008773387267212503,0.06260389168388568,0.12374804188043644,-23.469336839822624,0.0037398951946017453,0.040579960036736265,0.10728667026911026,-26.371977781638122
35,0.008636174880965158,0.062068038751395084,0.12283297761892661,-23.529856969148685,0.0036774978313284614,0.0404770081050885,0.11108292371798785,-26.422269870073368
36,0.008480940488367103,0.06133668222584021,0.1204886019994051,-23.611508595637787,0.003626533033242688,0.03857936767431406,0.10286636230273125,-26.744424966665413
37,0.008413504993092293,0.060906149088763274,0.11922245147900704,-23.694689279947525,0.0035005039416062525,0.03894382385680309,0.10982316121076927,-26.682333726149338
38,0.008376753628209162,0.060872469968998276,0.11919110096417941,-23.692412724861732,0.0035826439554325473,0.038947473877133466,0.10054700955366477,-26.61871156937037
39,0.008584474420133166,0.062031837908598855,0.12043927418879974,-23.53620836673639,0.0034359117644504667,0.03897376358509064,0.10625636119108933,-26.684764177371296
40,0.008121165560740523,0.059547946167488895,0.11524081726868947,-23.863418377362766,0.0036221092510132645,0.039993028610180587,0.1157911465718196,-26.521786029522236
41,0.008181975675725903,0.059707142161921814,0.11625372637540866,-23.826557324482845,0.0033349230637749992,0.03768555920284528,0.10607264592097355,-26.867776724008415
42,0.00810319460362781,0.05969252147210332,0.115682147252254,-23.841631938249638,0.005742443761286827,0.0478879967943216,0.12578928164946726,-24.961758491320488
43,0.008350267687675137,0.060958074692350164,0.11859290187175457,-23.632737905551227,0.0037923327748639844,0.04098536016849371,0.1134911821438716,-26.24239628131573
44,0.008021690536108322,0.059253742560171165,0.1139170221793346,-23.886520997071877,0.0037793378891924825,0.04090448019978327,0.1113374569477179,-26.34434029994867
45,0.00809688458013205,0.059642370109661266,0.1143995993412458,-23.823884890629696,0.0036506348540290045,0.03883897532255222,0.1063384153904059,-26.665968185816055
46,0.007782633913731656,0.058075615419791296,0.1105915265969741,-24.062991166726135,0.0034698812135805688,0.03888397038173981,0.11001320221485236,-26.646021622877853
47,0.00777690358816658,0.05818798354802988,0.11137291024892758,-24.030854157912426,0.003551781237220917,0.03962225261598061,0.10869986583025028,-26.569664490528595
48,0.007568024333942538,0.057082193915565044,0.10892154658452058,-24.201151615534073,0.0037653413959420645,0.04082685943024281,0.1101503998805315,-26.116474787394207
49,0.007526987300549921,0.05708650236901564,0.10872717392750275,-24.19353376290737,0.004033666733915034,0.0424592333057752,0.11547470551270705,-25.975216009677986
50,0.007719818906013806,0.05816868712934546,0.11206867030033699,-24.01128981052301,0.003884524802486293,0.04132211552216457,0.09760767221450806,-26.254073949960564
51,0.007547533540323807,0.05739029259301531,0.10895299032712594,-24.120903064043095,0.0036318084278788706,0.039885410656913735,0.11388574502406976,-26.425825608082306
52,0.007682274650925627,0.05804148579064088,0.11090062329402336,-24.032837115801296,0.0036582834257457694,0.03953627377557449,0.10104797436640812,-26.626599923158302
53,0.007599252470148106,0.05785573992687158,0.11234643558661143,-24.03802673633282,0.003707585230959245,0.04119014018812241,0.1076230620726561,-26.20816392164964
54,0.007189318460101883,0.055532341524481006,0.10543857553066352,-24.448777724535038,0.003496863725535476,0.04044873448900688,0.10909071335425743,-26.400529372386444
55,0.007146532227544902,0.05587996036196367,0.10699467857678731,-24.32416995977744,0.0034420793571581063,0.039968630251212,0.11234634350507687,-26.511885031675682
56,0.007060826844117867,0.05481493031271757,0.10233939267121829,-24.53174015191885,0.003554382431619347,0.03917478961058152,0.10483698814343183,-26.714001190968048
57,0.006892631796803564,0.05418805815040683,0.10092361194965167,-24.605087738770706,0.0033571465143886134,0.03890427841972082,0.10273929895498814,-26.741000786805763
58,0.007346647569927602,0.05672992170095826,0.10865060832255925,-24.186525534360836,0.0035293232948065568,0.039820166113667,0.10742706366074391,-26.599868432069435
59,0.00690872256773918,0.05445644541237599,0.10232332654488392,-24.549195729769192,0.003420645514359841,0.039265600056984484,0.11033131220401862,-26.687347607734875
60,0.006785749484268495,0.053983246024029374,0.10015154496217385,-24.637228421675854,0.0033233829099350632,0.03851851352896446,0.10333068859882844,-26.824629661364433
61,0.00668746164741699,0.053398124288576536,0.09940148087648246,-24.703007025596424,0.0034563401878142776,0.04026734432539879,0.11082909657404973,-26.489898681640625
62,0.006656156832692572,0.05337247654843407,0.1007725382462526,-24.7376424960601,0.0032235713278612075,0.03757276581839109,0.1069009747260656,-26.96972739390838
63,0.006622201378027407,0.053281203139191255,0.09895071922204433,-24.726533920336994,0.0031403190730951536,0.037423871600857146,0.10297489624757034,-27.00466659741524
64,0.0067801150673916805,0.05447183680744507,0.10280360548924176,-24.560249591485046,0.0036000365000337553,0.040043725847051695,0.0941738914220761,-26.492953618367512
65,0.006659802353869264,0.053574262401805475,0.10026790698369344,-24.671564744069027,0.0032493641334347045,0.03874500205692572,0.10720903598345242,-26.777722089718548
66,0.006537875933318924,0.05319088205504112,0.09827537337938945,-24.700086318529568,0.003275646292306005,0.038393113045738295,0.10291650662055382,-26.844183799548027
67,0.006315371494752188,0.05164497806571233,0.09527514378229777,-24.96047185628842,0.0030618763621299504,0.03703943286568691,0.10240185260772705,-27.064624248406826
68,0.006328166077788084,0.052018977558383576,0.09694756949559236,-24.903003313602547,0.0032068034962345012,0.037573808326553076,0.09591280802702293,-26.99075058179024
69,0.006520644879529778,0.05297340139842186,0.10082691678634056,-24.69062811289078,0.003183244087267667,0.03737057917393171,0.09827621777852376,-27.030656032073193
70,0.006234656848858158,0.051087447095853396,0.0947406055071415,-25.071135747127045,0.0032492048936919905,0.03838100451498459,0.10613724512931628,-26.808043553278996
71,0.0059663987702105,0.04989671080301587,0.09227486031177716,-25.24645407994588,0.003145675606225641,0.03732095759075422,0.10200044283500084,-27.056300041003105
72,0.006029257331437503,0.05045318252478655,0.09333807268203834,-25.166580114609157,0.0032554272687635743,0.038038898593722247,0.0964436561633379,-26.895878180479393
73,0.00601650087031512,0.05060750296196112,0.09495193453935477,-25.102492039020245,0.003538570551870343,0.03821265090925571,0.09495977407846695,-26.888743571746044
74,0.006167594435212847,0.051070118048347726,0.09535712385788941,-25.034159758152107,0.0031917752005541935,0.03814569736520449,0.10116344843155299,-26.86807011335324
75,0.00613897868569415,0.05046451156242536,0.09437847901613285,-25.155320564905804,0.0042269385318295695,0.043442254551710226,0.10876234830954136,-25.687259869697765
76,0.006563476603985645,0.052843837258525386,0.09978855076508644,-24.74030226927537,0.003132689909902043,0.037292095283285163,0.0981313983599345,-27.028231547429012
77,0.005888833723311575,0.04981062875296443,0.0926722051241459,-25.225142332223747,0.0031481865787496553,0.03679873550740572,0.10156160593032837,-27.264999829805813
78,0.005761952798004644,0.04899061608534211,0.09119389683772357,-25.37320497708443,0.0030882330417322614,0.03592942454493963,0.09388985236485799,-27.37756460140913
79,0.005619986426049413,0.04847931719791049,0.0908988947287584,-25.435631666428005,0.0029376242787410053,0.035037306734384634,0.08724754131757297,-27.57351210178473
80,0.005582522584098535,0.048099699907768995,0.08903597409908588,-25.52042047182719,0.0030834176503002453,0.03594840661837505,0.0999563917135581,-27.349801185803535
81,0.005439202637390759,0.047389255597805366,0.08783570887186588,-25.62728233826466,0.0032544405981659507,0.037985880787555985,0.10463387232560378,-26.87943571041792
82,0.005516869302925606,0.0481210805905553,0.08972712357838948,-25.463317822187374,0.003117068079658426,0.03647812379476351,0.09229830442330776,-27.299809137980144
83,0.005697932617831378,0.04945626564753743,0.09238588618926513,-25.27400277211116,0.0034675670680231773,0.039082793662181266,0.11204977218921368,-26.756945047623073
84,0.006182012826544591,0.05181166339808932,0.09930192430814107,-24.854385589941955,0.003106242178593022,0.03653144315840342,0.10001815588046344,-27.285700235611355
85,0.005601255878364333,0.04841640728931779,0.09002098326499645,-25.45226191251706,0.0030278165597850694,0.03550711212058862,0.09461083778968224,-27.4385250776242
86,0.005525611857032904,0.04813032943564348,0.09104775274411225,-25.492869780613827,0.003066914179959358,0.03640934600470922,0.0964951943128537,-27.19375737508138
87,0.005412602113956848,0.047409700838705666,0.08865449711298332,-25.59724130385961,0.0032229207512827064,0.03734772767011936,0.09762805547469701,-26.96644337972005
88,0.005320009137787378,0.04712803954354081,0.08785116672515869,-25.654532817693855,0.0032105755287771807,0.03731211542319029,0.09989344156705417,-27.16346109830416
89,0.005234620826787506,0.04647827557980632,0.08683005357399964,-25.767835800464336,0.003024732617912098,0.03620596416294575,0.09178370390182887,-27.255587553366638
90,0.005269486693298229,0.04696404003800872,0.08747371687338902,-25.647431129064316,0.003129690590028006,0.03693931583219614,0.09431503369258,-27.14759552784455
91,0.005456842541790161,0.04837705665387404,0.08990052609871595,-25.44557671669202,0.003046765641416781,0.036610316341886155,0.09162788819044064,-27.200444735013523
92,0.005235767163984024,0.04659004582283206,0.08712334892688653,-25.73579515554966,0.003651672336929597,0.038569985721737914,0.10318000805683625,-26.85458936446752
93,0.005099328867613505,0.04563323668657969,0.08497080512535878,-25.93503688543271,0.002974736380378883,0.03515005254974732,0.09748248717723748,-27.593736501840446
94,0.004874461386069202,0.04467849554016422,0.08360303441683452,-26.068768213956783,0.003031899773468001,0.036190371530560345,0.09603370458651812,-27.28816898052509
95,0.00491306006994982,0.044736272536027126,0.08394565375951621,-26.053346077601116,0.003097148956910062,0.036427504024826564,0.09233488486363338,-27.201914518307415
96,0.004863609835947267,0.04457474175171974,0.08363490532606076,-26.06611876609998,0.0030150941979044522,0.03531375407981567,0.0928014440414233,-27.51979994162535
97,0.005068161666620141,0.04611856391271337,0.08762591236676925,-25.789450437594684,0.003768651743228428,0.0400914830657152,0.11108364661534627,-26.439652907542694
98,0.00511828888370357,0.046105234107623495,0.0880027474501194,-25.756669839223225,0.003093908617022232,0.03673287538381723,0.10024445026348798,-27.27593930562337
99,0.0050262734443188095,0.04564278811598436,0.08616645175677079,-25.89261391835335,0.003108592154696966,0.037691979024272695,0.09947510254688752,-26.877304272773937
100,0.004817865335961613,0.044335995287371754,0.08359901568828484,-26.10846852644896,0.0029710583890286777,0.03550374039854759,0.08815505260076278,-27.51758105938251
